0.825,1.4,0
2.775,3.75,0
4.625,5.3,0
7.625,6.95,0
8.425,7,0
8.425,5.25,0
8.525,4.1,0
9.325,3.65,0
10.675,3.8,0
11.375,5,0
9.725,7.65,0
10.625,6.6,0
11.175,6.2,0
9.975,8.5,0
10.675,9.05,0
12.075,10,0
12.825,10.3,0
14.225,10.7,0
15.775,11.45,0
17.175,12.75,0
17.575,13.75,0
18.175,15.2,0
19.675,15.7,0
19.975,13.75,0
19.975,12.75,0
19.875,11.55,0
19.875,9.85,0
20.825,8.65,0
21.775,8.6,0
22.225,9.15,0
21.225,11.7,0
22.775,12.85,0
22.475,12.35,0
22.475,9.15,0
22.075,9.8,0
21.725,10.45,0
21.775,11.35,0
23.275,13.1,0
24.425,14.05,0
25.225,14.1,0
26.325,13.2,0
26.275,14,0
26.225,14.85,0
27.125,15.7,0
28.975,16.2,0
30.225,16.85,0
30.275,17.4,0
30.225,18.35,0
30.975,18.85,0
9.425,6.2,0
9.525,5.4,0
10.125,4.95,0
20.675,10.65,0
20.725,9.4,0
21.275,9.3,0
5.925,6.25,0
3.875,4.75,0
1.425,2.35,0
1.725,5.55,0
2.225,6.3,0
6.575,11.05,0
10.625,12.7,0
13.575,13.6,0
14.175,14.3,0
11.375,14.25,0
5.025,11.45,0
4.075,15.45,0
3.675,18.45,0
2.325,13.95,0
8.975,15.45,0
0.825,11.5,0
4.025,8.9,0
8.675,10.15,0
3.475,16.45,0
12.125,17.65,0
10.025,15.8,0
24.675,18.35,0
22.125,14.8,0
27.225,17.25,0
23.875,17.25,0
20.175,16.85,0
16.075,17.35,0
15.375,15.8,0
2.325,0.85,1
3.475,2,1
4.725,3.2,1
6.075,4.45,1
6.825,5.2,1
8.125,6.1,1
7.625,4.7,1
7.625,4.25,1
7.525,3.3,1
8.075,2.85,1
10.775,2.85,1
12.325,3.4,1
12.575,5.1,1
12.625,6.4,1
12.075,7.1,1
11.975,8.3,1
13.725,9.15,1
11.325,7.85,1
15.475,10.15,1
17.025,10.9,1
17.775,11.9,1
18.425,12.95,1
18.775,13.7,1
19.275,14.6,1
19.075,13.1,1
19.025,12.45,1
18.875,10.9,1
18.825,9.75,1
19.625,8.7,1
20.275,8.15,1
21.675,8.1,1
22.425,8.05,1
23.025,8.9,1
23.025,10.1,1
22.775,10.6,1
22.625,11.6,1
23.725,12.3,1
24.325,12.85,1
25.075,13.3,1
25.375,13.15,1
25.925,12.6,1
26.525,12.6,1
26.975,13.1,1
27.075,13.9,1
27.225,14.7,1
27.875,15.15,1
29.775,15.7,1
30.925,16.45,1
31.125,17.25,1
31.225,17.9,1
32.525,18.9,1
31.975,18.55,1
6.675,2.85,1
5.525,1.55,1
4.425,0.75,1
7.675,1.95,1
6.925,0.8,1
9.975,0.8,1
9.475,2.15,1
8.825,0.95,1
11.925,0.8,1
11.525,2.25,1
12.325,2.25,1
12.875,0.9,1
15.875,1.05,1
14.525,2,1
14.275,3.75,1
14.925,4.05,1
14.425,5.65,1
14.075,7,1
17.525,10,1
15.625,8.6,1
15.375,8.3,1
17.525,8.05,1
15.225,6.15,1
18.625,6.45,1
19.975,6.8,1
16.675,5.3,1
16.025,4.8,1
18.675,7.8,1
15.725,5.7,1
17.325,6.25,1
17.175,1.65,1
16.225,1.45,1
18.775,3.7,1
16.025,3.15,1
17.925,2.25,1
17.825,4.5,1
19.625,1.65,1
17.925,1.1,1
22.025,1.35,1
20.875,3,1
20.425,5.35,1
20.675,4.55,1
23.525,6.05,1
22.575,6.5,1
21.825,5.15,1
21.875,2.55,1
23.925,1.7,1
26.175,1.05,1
24.425,2.8,1
22.975,4.3,1
27.125,3.35,1
25.975,2.1,1
31.475,1.1,1
26.775,2.65,1
25.025,5.05,1
26.825,6.2,1
25.225,7.2,1
25.325,7.2,1
26.675,9.6,1
24.025,8,1
25.875,10.1,1
24.625,11.1,1
24.525,9.15,1
26.625,11.95,1
25.225,12,1
28.725,10.15,1
26.675,8.7,1
28.225,6.9,1
26.275,6.4,1
29.625,5.6,1
26.875,3.95,1
30.525,2.2,1
29.475,3.9,1
28.375,4.1,1
28.325,3.15,1
28.325,0.5,1
31.325,1.85,1
34.125,3.95,1
30.625,3.6,1
33.475,2.4,1
36.425,1.5,1
39.725,1.7,1
37.125,0.8,1
38.525,4.25,1
34.975,2.5,1
41.075,3.4,1
39.175,8.65,1
34.975,6.05,1
32.725,6.3,1
32.575,11.4,1
38.325,11.4,1
34.275,9.1,1
31.225,9,1
36.125,14.95,1
31.375,12.5,1
29.675,14.05,1
28.275,12.5,1
33.175,14.3,1
34.025,15.65,1
36.425,17.7,1
38.275,16.4,1
39.475,10.9,1
39.925,7.2,1
34.925,8.6,1
34.775,11.35,1
37.875,8.1,1
7.925,9.6,0
6.825,8.75,0
5.925,8.15,0
3.975,7.65,0
3.325,10.8,0
1.425,8.6,0
2.725,10.85,0
7.525,14.25,0
6.925,14.5,0
9.675,11.05,0
10.475,12.3,0
11.625,12.8,0
13.175,12.75,0
15.825,14.95,0
13.625,16.55,0
11.325,15.25,0
7.175,17.05,0
5.525,16.35,0
3.925,14.8,0
1.525,17.3,0
20.775,18.2,0
16.675,17.05,0
25.075,16.3,0
21.625,15.3,0
